State,Year,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16
Meghalaya,2025,-5.061925,4.142868,4.2331676,-4.5886016,3.4708266,4.604883,3.146905,-3.8669083,-3.1695924,-6.9900537,-2.256525,3.709697,3.4129987,-5.0671587,3.6573474,5.5944133
Meghalaya,2026,-5.1684527,4.228214,4.3268814,-4.718766,3.529802,4.703535,3.2335799,-3.9335768,-3.232843,-7.161245,-2.2906804,3.7714362,3.499174,-5.172023,3.743464,5.7108335
Meghalaya,2027,-5.1678324,4.2274075,4.32465,-4.7126827,3.5308466,4.702636,3.22969,-3.9342513,-3.2324464,-7.1551924,-2.2911475,3.7727025,3.4960675,-5.171042,3.7414646,5.7090364
Meghalaya,2028,-5.0972333,4.170212,4.263718,-4.636489,3.4875221,4.6381516,3.178662,-3.886281,-3.1884274,-7.0501146,-2.2649112,3.7287307,3.4422643,-5.1009912,3.6884005,5.6324387
Meghalaya,2029,-5.0603185,4.140393,4.2317815,-4.5960298,3.4650984,4.604352,3.1516762,-3.8614464,-3.1655512,-6.9947968,-2.2513518,3.7059507,3.4139721,-5.0643873,3.660428,5.59232
Meghalaya,2030,-5.0630875,4.1427045,4.234173,-4.5989046,3.4668818,4.606862,3.1536722,-3.8633783,-3.1673148,-6.9989047,-2.2523854,3.707713,3.4160843,-5.067149,3.6625075,5.5953436
Mizoram,2024,-2.9904068,2.4017725,2.5598724,-2.8343985,2.0036614,2.7473984,1.9132434,-2.3142421,-1.8499479,-4.275262,-1.4209769,2.246217,2.02931,-2.9971738,2.2190871,3.4152503
Mizoram,2025,-3.0382066,2.449596,2.5914278,-2.8424714,2.0489826,2.7827,1.931166,-2.3559577,-1.8848157,-4.3175206,-1.4380301,2.2894864,2.049045,-3.045118,2.2444046,3.4566386
Mizoram,2026,-2.967519,2.4017215,2.5205352,-2.7263927,2.0202558,2.7098458,1.8662652,-2.3160427,-1.8428043,-4.1846495,-1.4065417,2.2566288,1.9786643,-2.974464,2.1827278,3.3682785
Mizoram,2027,-2.976895,2.4059172,2.5347903,-2.7603393,2.0179932,2.722505,1.8828417,-2.3178759,-1.8472466,-4.2161074,-1.410806,2.255274,1.9954218,-2.9840465,2.1952662,3.3838975
Mizoram,2028,-2.9903202,2.4120693,2.5530849,-2.8021228,2.0166826,2.7398882,1.9034724,-2.3214202,-1.854211,-4.2560625,-1.417587,2.255558,2.016911,-2.9976435,2.2119715,3.4055734
Mizoram,2029,-3.0034847,2.421043,2.5664186,-2.824531,2.0220048,2.7537262,1.9158949,-2.3287132,-1.8621631,-4.2816443,-1.4237075,2.2617452,2.0304403,-3.0110316,2.2238367,3.4225438
Mizoram,2030,-3.0185711,2.4365356,2.5755787,-2.8241687,2.0374835,2.7645884,1.920253,-2.3425965,-1.8729693,-4.29265,-1.4288454,2.276311,2.03543,-3.026056,2.2313597,3.4349809
Nagaland,2024,-1.3053126,1.0844429,1.2099355,-1.3614323,0.87637013,1.2276348,0.9610087,-1.1064639,-0.80201715,-2.1338606,-0.7246994,1.0859652,0.92485183,-1.3407717,1.0901438,1.657455
Nagaland,2025,-1.4331561,1.1929666,1.3211696,-1.4969269,0.95877206,1.3441013,1.0530198,-1.1935674,-0.8832619,-2.32661,-0.7712185,1.1670985,1.0213597,-1.4682667,1.1871098,1.7967317
Nagaland,2026,-1.5391357,1.2820495,1.4108655,-1.6034939,1.0276519,1.440481,1.1254438,-1.2665422,-0.9505792,-2.4813485,-0.81043315,1.2369812,1.0982461,-1.5720214,1.2672886,1.911664
Nagaland,2027,-1.4580467,1.2144372,1.341339,-1.5210208,0.9744738,1.3668264,1.0697699,-1.2103536,-0.8991585,-2.3633401,-0.7798837,1.1843028,1.0386933,-1.4911817,1.2073703,1.8239875
Nagaland,2028,-1.3960855,1.1622869,1.2887326,-1.4587605,0.9338669,1.3104949,1.027481,-1.1675905,-0.8598186,-2.2730353,-0.7568982,1.1434742,0.9936971,-1.4302043,1.1607482,1.7568111
Nagaland,2029,-1.3906137,1.1575581,1.2842065,-1.4528044,0.93072134,1.3053929,1.0234734,-1.1640915,-0.8563213,-2.2643464,-0.75508773,1.1398363,0.98966783,-1.4252734,1.1559606,1.7506335
Nagaland,2030,-1.4334499,1.1934583,1.3207897,-1.496361,0.95868415,1.3443462,1.0529149,-1.1936686,-0.88350594,-2.3269007,-0.77107924,1.1677749,1.021035,-1.4676994,1.1879708,1.797055
Odisha,2024,-15.346925,13.000843,11.039617,-8.17886,12.278042,13.074963,6.7043486,-12.3084135,-9.702047,-16.267248,-6.4842873,12.297875,8.067679,-14.795583,9.395723,15.0469475
Odisha,2025,-15.608027,13.215352,11.222158,-8.310466,12.485617,13.3013735,6.805347,-12.518518,-9.868525,-16.526175,-6.5978355,12.508774,8.200382,-15.049157,9.548752,15.301057
Odisha,2026,-15.784242,13.356054,11.340692,-8.3890705,12.624958,13.454489,6.865014,-12.664098,-9.982976,-16.68807,-6.6789117,12.656462,8.285248,-15.220698,9.647607,15.474152
Odisha,2027,-15.7641325,13.342319,11.32888,-8.383477,12.609864,13.437063,6.861583,-12.646226,-9.969388,-16.674957,-6.6680517,12.63762,8.277717,-15.200978,9.638217,15.454288
Odisha,2028,-15.711393,13.301004,11.293875,-8.361047,12.568329,13.39127,6.844813,-12.602226,-9.935004,-16.628218,-6.643285,12.59276,8.253012,-15.149589,9.609268,15.402469
Odisha,2029,-15.703365,13.294854,11.288767,-8.358241,12.561867,13.384119,6.842805,-12.595273,-9.92964,-16.621744,-6.6391897,12.585611,8.249435,-15.141676,9.605077,15.394332
Odisha,2030,-15.735263,13.320564,11.310548,-8.373262,12.587048,13.411755,6.8542547,-12.621306,-9.950171,-16.651964,-6.653496,12.611916,8.265109,-15.172652,9.623295,15.425474
Puducherry,2024,-4.3576655,3.5124776,3.6587026,-3.9331317,2.9762597,3.972862,2.6654234,-3.3416488,-2.7157693,-5.974094,-1.9927415,3.2189088,2.9060917,-4.3526225,3.1299725,4.8349447
Puducherry,2025,-4.1343436,3.33049,3.486236,-3.7784972,2.799591,3.7689195,2.559599,-3.1576748,-2.5736306,-5.714238,-1.8906657,3.0374706,2.7722547,-4.122956,2.987862,4.6005554
Puducherry,2026,-4.173479,3.3684447,3.5471535,-3.936269,2.7774968,3.8061206,2.6626844,-3.1499553,-2.6002038,-5.8779593,-1.8862392,3.013324,2.8524487,-4.1551476,3.053249,4.659758
Puducherry,2027,-4.0785713,3.2920942,3.4693136,-3.8543477,2.7122743,3.7200515,2.607782,-3.0811608,-2.5407045,-5.7556396,-1.8467044,2.9487307,2.7894042,-4.0614314,2.9889116,4.5612764
Puducherry,2028,-4.024343,3.2443585,3.4179978,-3.780752,2.6844366,3.6704707,2.556817,-3.0492518,-2.5054827,-5.6574054,-1.8289365,2.9228272,2.7404935,-4.00938,2.9421284,4.5004296
Puducherry,2029,-4.0250797,3.2432652,3.4141011,-3.7624385,2.6925106,3.670982,2.5444875,-3.0555813,-2.5053551,-5.640321,-1.8325274,2.9315834,2.732565,-4.0115356,2.9363434,4.4985538
Puducherry,2030,-4.052485,3.2659414,3.4388402,-3.7954938,2.707887,3.6960306,2.566477,-3.0728886,-2.5227034,-5.684409,-1.8424112,2.9465873,2.7549121,-4.038304,2.9578876,4.528508
Punjab,2024,-7.8004513,6.4515452,6.039014,-5.470417,5.7256765,6.87274,4.1582346,-6.1038814,-4.972956,-9.4425745,-3.363189,5.9630203,4.74217,-7.5433125,5.285021,8.116513
Punjab,2025,-7.691057,6.3574867,5.964657,-5.4321427,5.6268253,6.7780943,4.122574,-6.0115833,-4.9036245,-9.34346,-3.3159559,5.8659186,4.690927,-7.4363923,5.220844,8.010426
Punjab,2026,-7.6896954,6.3497276,5.9799113,-5.4931316,5.6010265,6.7827353,4.153819,-5.995992,-4.902478,-9.389191,-3.3114092,5.841957,4.714427,-7.4366007,5.2340026,8.01948
Punjab,2027,-7.6794457,6.3406363,5.976431,-5.501232,5.588433,6.775238,4.1566534,-5.984831,-4.89591,-9.3895,-3.3060114,5.829089,4.714356,-7.427665,5.230854,8.011976
Punjab,2028,-7.6466346,6.3139834,5.9519315,-5.4798045,5.5642424,6.7465515,4.1407576,-5.959623,-4.8749757,-9.352562,-3.292247,5.8042717,4.6950397,-7.3961377,5.209828,7.9792414
Punjab,2029,-7.6260233,6.2972617,5.936478,-5.4661245,5.5491333,6.728503,4.130662,-5.9438257,-4.86182,-9.329192,-3.283616,5.788755,4.6828337,-7.376297,5.1965823,7.9586363
Punjab,2030,-7.613294,6.286839,5.9270654,-5.458285,5.5395355,6.7173986,4.1246867,-5.933943,-4.8536935,-9.315158,-3.2782705,5.7790065,4.675496,-7.3641076,5.1884856,7.946
Rajasthan,2024,-20.581638,17.253963,14.550445,-10.3728695,16.427744,17.508818,8.61625,-16.667479,-13.20876,-21.146118,-8.839791,16.660034,10.5875025,-19.770504,12.455736,20.094812
Rajasthan,2025,-20.73877,17.402056,14.6882305,-10.496757,16.558605,17.660244,8.715828,-16.788536,-13.310304,-21.375301,-8.905693,16.77095,10.704243,-19.931982,12.571848,20.2541
Rajasthan,2026,-21.689665,18.155722,15.415241,-11.086296,17.287315,18.523977,9.137654,-17.524967,-13.9119005,-22.415287,-9.325075,17.493345,11.257627,-20.860071,13.170096,21.18387
Rajasthan,2027,-21.599876,18.078508,15.341492,-11.017729,17.21882,18.441656,9.085699,-17.45874,-13.854004,-22.300377,-9.290278,17.4313,11.197785,-20.77113,13.1072855,21.094376
Rajasthan,2028,-21.110025,17.688957,14.959434,-10.697042,16.843899,17.993153,8.85851,-17.082842,-13.543878,-21.751032,-9.077899,17.063667,10.904659,-20.289223,12.792392,20.609673
Rajasthan,2029,-20.873001,17.502514,14.783879,-10.565163,16.659,17.778603,8.76409,-16.894272,-13.395142,-21.504929,-8.96879,16.876219,10.773799,-20.05991,12.647783,20.379152
Rajasthan,2030,-21.03319,17.633598,14.90504,-10.658971,16.785082,17.923967,8.834136,-17.021378,-13.4965,-21.681181,-9.041155,17.000774,10.86637,-20.215906,12.748303,20.535345
Sikkim,2024,-4.616498,3.6868002,3.8478703,-4.160448,3.127727,4.1704855,2.78981,-3.504858,-2.8557346,-6.253069,-2.0713344,3.4139361,3.0377936,-4.6003084,3.26749,5.098707
Sikkim,2025,-4.739613,3.7940829,3.9603214,-4.2958465,3.2025113,4.282987,2.8911698,-3.5929096,-2.9374473,-6.452707,-2.114205,3.4866605,3.142537,-4.7218175,3.3655818,5.2327166
Sikkim,2026,-4.8485646,3.890824,4.055028,-4.3973,3.2739499,4.380009,2.974284,-3.6745584,-3.0116096,-6.6169133,-2.1525345,3.5559392,3.2293153,-4.826792,3.4500895,5.3478928
Sikkim,2027,-4.75734,3.8174958,3.9797366,-4.3133044,3.2141902,4.2985234,2.9171674,-3.6090338,-2.9539027,-6.4944186,-2.1165328,3.4944825,3.166052,-4.7373314,3.3866935,5.2517877
Sikkim,2028,-4.7220144,3.7899935,3.9504116,-4.2789016,3.1917021,4.2666416,2.8955667,-3.5841887,-2.9321618,-6.4470067,-2.1022136,3.4709468,3.1418235,-4.702149,3.3627412,5.214537
Sikkim,2029,-4.6963024,3.769571,3.9289649,-4.2543936,3.1750877,4.24354,2.8795414,-3.565843,-2.9161563,-6.4122906,-2.0920117,3.4537437,3.1239572,-4.6766987,3.3450713,5.1874247
Sikkim,2030,-4.6835732,3.7590926,3.9183154,-4.2429485,3.166601,4.23224,2.8714032,-3.5565,-2.9080222,-6.3950644,-2.087144,3.4451056,3.1149595,-4.664316,3.3361106,5.173975
Tamil Nadu,2024,-16.481754,14.233165,12.139679,-9.925581,12.666519,14.238198,8.386469,-13.162399,-10.745414,-19.150892,-6.7423177,12.851463,9.68107,-15.688962,11.120016,16.781015
Tamil Nadu,2025,-16.245678,14.006306,12.032863,-9.97699,12.424369,14.048818,8.370684,-12.927395,-10.579767,-19.026686,-6.6300864,12.60703,9.627623,-15.470619,11.004447,16.57881
Tamil Nadu,2026,-15.996533,13.781631,11.931992,-10.041274,12.187931,13.851045,8.366187,-12.688403,-10.398344,-18.918224,-6.5111027,12.355464,9.578597,-15.252491,10.888813,16.372208
Tamil Nadu,2027,-16.050116,13.827408,11.959596,-10.041457,12.236563,13.894825,8.373352,-12.736358,-10.434456,-18.950191,-6.5355926,12.405581,9.594351,-15.300572,10.915659,16.418846
Tamil Nadu,2028,-16.142948,13.907131,12.003794,-10.03604,12.318825,13.969973,8.38352,-12.8203535,-10.500362,-19.00194,-6.5785394,12.493148,9.619763,-15.382686,10.961328,16.498573
Tamil Nadu,2029,-16.2068,13.963441,12.032433,-10.028813,12.3758135,14.021099,8.389299,-12.879033,-10.546362,-19.036337,-6.6082025,12.554355,9.636199,-15.438629,10.992565,16.552813
Tamil Nadu,2030,-16.173107,13.931731,12.019929,-10.042388,12.341243,13.994541,8.390982,-12.845014,-10.521582,-19.024714,-6.5916915,12.518443,9.631506,-15.408808,10.977707,16.525467
Telangana,2024,-14.433848,11.9744215,10.083547,-7.0613365,11.49525,12.281316,5.8619123,-11.784832,-9.250033,-14.5969715,-6.3165884,11.877656,7.3229103,-13.816233,8.740341,14.209815
Telangana,2025,-14.616221,12.129376,10.217934,-7.1590757,11.645603,12.443829,5.936477,-11.933013,-9.366964,-14.789023,-6.3981075,12.022222,7.4211884,-13.995266,8.850125,14.389316
Telangana,2026,-15.11378,12.55039,10.581532,-7.429397,12.041865,12.886041,6.152155,-12.337884,-9.689918,-15.322993,-6.616846,12.415815,7.6972413,-14.476681,9.162826,14.883383
Telangana,2027,-15.1352,12.567638,10.593603,-7.4356275,12.0595045,12.903451,6.15656,-12.356772,-9.70384,-15.33767,-6.626744,12.435716,7.7046,-14.497885,9.172635,14.903365
Telangana,2028,-15.080223,12.520531,10.551482,-7.4033136,12.016305,12.853016,6.1303234,-12.31173,-9.667364,-15.274355,-6.6020713,12.393279,7.671625,-14.444444,9.135832,14.847034
Telangana,2029,-15.042538,12.487989,10.522857,-7.381279,11.986676,12.818211,6.112953,-12.280329,-9.642392,-15.231567,-6.584825,12.363751,7.649294,-14.407531,9.11102,14.808516
Telangana,2030,-15.071923,12.512566,10.544375,-7.397101,12.009989,12.844119,6.125696,-12.303954,-9.661391,-15.262957,-6.597631,12.386771,7.665544,-14.435669,9.129496,14.8375635
Tripura,2024,-4.1147714,3.2962787,3.4772456,-3.87958,2.7148361,3.734863,2.617977,-3.1104136,-2.5507312,-5.7730184,-1.8583252,2.9930975,2.8004215,-4.0933046,2.9976351,4.5916796
Tripura,2025,-4.0804353,3.2670336,3.4662027,-3.900224,2.6750708,3.7163608,2.622868,-3.0777566,-2.532296,-5.7710457,-1.840742,2.9495769,2.8006876,-4.06113,2.9838173,4.5568976
Tripura,2026,-3.794167,3.0444655,3.2222803,-3.5835838,2.512589,3.4626513,2.4171085,-2.8916814,-2.357501,-5.349709,-1.7309617,2.7789564,2.585355,-3.7778316,2.7732685,4.2419515
Tripura,2027,-3.9020135,3.1277137,3.315002,-3.7148318,2.5697854,3.5564783,2.5011594,-2.9574316,-2.4215462,-5.5169663,-1.7717417,2.840496,2.6697338,-3.8850362,2.8564517,4.36593
Tripura,2028,-4.0513577,3.248466,3.4359736,-3.8558705,2.6658976,3.6847737,2.5980504,-3.0606565,-2.5122867,-5.720086,-1.8296573,2.9406054,2.7729588,-4.032313,2.9634855,4.5295005
Tripura,2029,-4.14731,3.3259923,3.5208006,-3.965108,2.7224603,3.7723405,2.669514,-3.1254084,-2.5720615,-5.8672338,-1.8660545,2.9986227,2.84847,-4.1281,3.0360527,4.6354027
Tripura,2030,-4.0754037,3.267233,3.4684794,-3.9159417,2.6699529,3.7149925,2.6319373,-3.0722916,-2.529212,-5.784714,-1.8365147,2.9425561,2.8070524,-4.0576086,2.9878893,4.556784
Uttar Pradesh,2024,-23.50385,20.723139,17.11293,-13.141411,18.712538,20.19787,11.490721,-18.875938,-15.360435,-26.688532,-9.6235895,18.5678,13.2869835,-22.565632,15.500802,23.416636
Uttar Pradesh,2025,-23.620222,20.811329,17.252432,-13.354733,18.756279,20.315516,11.63386,-18.931787,-15.430964,-26.942396,-9.653046,18.60977,13.4277,-22.686995,15.619578,23.565556
Uttar Pradesh,2026,-23.608936,20.785742,17.286755,-13.466569,18.701708,20.320425,11.696145,-18.891333,-15.420668,-27.024387,-9.637148,18.560204,13.481462,-22.679668,15.647344,23.581116
Uttar Pradesh,2027,-23.588066,20.778202,17.243105,-13.377557,18.71329,20.293098,11.642519,-18.894444,-15.409205,-26.93995,-9.636168,18.569527,13.431157,-22.6553,15.612377,23.542645
Uttar Pradesh,2028,-23.553955,20.756638,17.19501,-13.293949,18.710262,20.25604,11.589311,-18.884306,-15.38937,-26.850164,-9.629156,18.565304,13.379257,-22.620558,15.57177,23.49511
Uttar Pradesh,2029,-23.584267,20.781631,17.222048,-13.323941,18.730402,20.283634,11.611167,-18.90542,-15.408525,-26.894514,-9.639967,18.584867,13.4027195,-22.65088,15.59469,23.52798
Uttar Pradesh,2030,-23.607756,20.797453,17.252947,-13.37492,18.73537,20.308443,11.644011,-18.914312,-15.422473,-26.951147,-9.645533,18.590313,13.435033,-22.675018,15.620747,23.559551
Uttarakhand,2024,-8.244907,6.6752486,6.1387753,-5.0879483,6.275435,7.14699,3.7765455,-6.5382214,-5.1575246,-9.046788,-3.6172392,6.5341463,4.4898877,-8.029943,5.1654797,8.342999
Uttarakhand,2025,-7.231294,5.8671374,5.382164,-4.4058743,5.5349126,6.2732215,3.2908216,-5.7782254,-4.523937,-7.927872,-3.207694,5.7852993,3.9113498,-7.0499797,4.5373073,7.3420396
Uttarakhand,2026,-7.2993717,5.882124,5.628369,-5.1030316,5.362557,6.4155264,3.6609385,-5.7056007,-4.568809,-8.566477,-3.2148082,5.6360416,4.2389283,-7.144792,4.751818,7.549545
Uttarakhand,2027,-7.2984767,5.8868694,5.602096,-5.010441,5.395743,6.402824,3.6094728,-5.725012,-4.5677342,-8.486604,-3.2191417,5.667958,4.196988,-7.1433396,4.723195,7.5279117
Uttarakhand,2028,-7.053446,5.7129097,5.276339,-4.3653154,5.3740945,6.129676,3.2397575,-5.630936,-4.413132,-7.7965937,-3.1361384,5.6330395,3.8437252,-6.8836,4.4411316,7.1815543
Uttarakhand,2029,-7.2616897,5.887851,5.37479,-4.3288293,5.5836034,6.285363,3.246158,-5.8171077,-4.5404067,-7.86826,-3.2251933,5.8371625,3.881237,-7.072638,4.5229936,7.3462405
Uttarakhand,2030,-7.097419,5.754303,5.307539,-4.394379,5.410064,6.1677847,3.265531,-5.663626,-4.4415298,-7.847768,-3.15167,5.6642885,3.8701305,-6.9253173,4.473305,7.227523
West Bengal,2024,-15.682531,13.292692,11.51127,-9.034974,12.147256,13.453599,7.527164,-12.558794,-10.144424,-17.514458,-6.578951,12.378912,8.790844,-15.046155,10.120853,15.71083
West Bengal,2025,-15.920888,13.472249,11.724778,-9.271764,12.304481,13.670868,7.685392,-12.724912,-10.295298,-17.844618,-6.6741943,12.53698,8.967421,-15.280923,10.289094,15.96321
West Bengal,2026,-16.029026,13.533212,11.8603325,-9.463785,12.353528,13.786488,7.7900696,-12.78753,-10.352308,-18.055464,-6.7175803,12.586523,9.08581,-15.397906,10.368857,16.083235
West Bengal,2027,-16.166626,13.6618805,11.947168,-9.522862,12.46327,13.900055,7.8512454,-12.897284,-10.445715,-18.198404,-6.7734494,12.69533,9.156405,-15.522538,10.46177,16.219608
West Bengal,2028,-16.046274,13.579756,11.814542,-9.347003,12.396895,13.778678,7.746015,-12.821959,-10.375202,-17.986452,-6.726675,12.63002,9.040024,-15.397943,10.368015,16.083263
West Bengal,2029,-15.933117,13.490237,11.71241,-9.230039,12.323234,13.672951,7.6675334,-12.742794,-10.303844,-17.821186,-6.6812353,12.557322,8.951835,-15.287355,10.28516,15.96279
West Bengal,2030,-16.12853,13.638485,11.88814,-9.424819,12.454013,13.853468,7.7967725,-12.880981,-10.42617,-18.093884,-6.758893,12.688547,9.0981865,-15.480682,10.424206,16.17123
