State,Year,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16
A&N Islands,2019,-4.7965064,3.7867675,3.7895603,-3.6510785,3.4444277,4.2778096,2.4633732,-3.7643123,-2.963812,-5.8261266,-2.2122178,3.7303085,2.8324785,-4.760701,3.155963,5.107806
A&N Islands,2020,-4.9244676,3.8967097,3.9850621,-4.072389,3.429809,4.432496,2.7112277,-3.7842152,-3.050346,-6.2812095,-2.2505136,3.7192025,3.0685441,-4.8982596,3.336369,5.3086505
A&N Islands,2021,-5.303837,4.1738462,4.258375,-4.32454,3.6917777,4.7682467,2.8706686,-4.076352,-3.2841375,-6.6696157,-2.4202282,4.0032263,3.277345,-5.27203,3.5573108,5.6845937
A&N Islands,2022,-5.300774,4.1712856,4.256274,-4.323514,3.6890664,4.76573,2.8696613,-4.073876,-3.2822468,-6.666971,-2.418955,4.0006657,3.2759647,-5.269127,3.5556314,5.6818633
A&N Islands,2023,-6.765118,5.328053,4.966162,-3.9546983,5.2145863,5.9268785,2.7381487,-5.413912,-4.157517,-7.0159373,-3.1193278,5.4817224,3.453587,-6.6369014,4.0358977,6.7875376
Andhra Pradesh,2019,-14.141181,11.590195,10.547981,-8.77498,10.6810055,12.301299,6.7767816,-11.2538595,-9.027188,-15.846325,-6.069473,11.122175,8.075529,-13.582946,9.126534,14.37441
Andhra Pradesh,2020,-11.978549,9.744125,8.867436,-7.2777753,9.0696125,10.396631,5.572472,-9.53184,-7.609865,-13.191013,-5.192288,9.46812,6.692893,-11.509493,7.619602,12.111333
Andhra Pradesh,2021,-12.29546,10.085635,8.995646,-7.1123843,9.464181,10.620393,5.5668497,-9.847577,-7.8210077,-13.308778,-5.324962,9.814709,6.7345963,-11.803046,7.747432,12.351761
Andhra Pradesh,2022,-11.479984,9.449326,8.339569,-6.4739656,8.896093,9.897582,5.119646,-9.2413435,-7.309606,-12.321596,-4.9997025,9.228696,6.212804,-11.033282,7.2057576,11.526883
Andhra Pradesh,2023,-10.5142355,8.846046,7.6402006,-5.8522925,8.219682,9.0298815,4.845444,-8.534853,-6.7763176,-11.506192,-4.5344768,8.4690485,5.744888,-10.100827,6.7084346,10.594135
Arunachal Pradesh,2019,-3.477948,2.7553182,2.8278327,-2.8266335,2.444924,3.1303003,1.9304656,-2.770383,-2.1529088,-4.474925,-1.6665213,2.7307818,2.1345103,-3.463443,2.3981988,3.8282335
Arunachal Pradesh,2020,-2.257367,1.803907,1.8574188,-1.8099571,1.6099913,2.0394661,1.2703531,-1.8647627,-1.3872108,-2.9719317,-1.1451509,1.8517618,1.3616645,-2.2526011,1.5981073,2.5515006
Arunachal Pradesh,2021,-3.906222,3.0464413,3.1353908,-3.0780814,2.7610939,3.524713,2.0658693,-3.1094508,-2.400804,-4.8424797,-1.866904,3.05417,2.3428614,-3.895373,2.6211371,4.221214
Arunachal Pradesh,2022,-3.8470044,3.0016518,3.0889876,-3.0347564,2.7196205,3.472105,2.0369565,-3.0652273,-2.3639348,-4.7759924,-1.8423998,3.0110335,2.308248,-3.8386393,2.583978,4.1622233
Arunachal Pradesh,2023,-3.778939,2.9756622,3.0753455,-3.0972648,2.6416404,3.4157858,2.090686,-2.9841003,-2.3437495,-4.838307,-1.8017037,2.923001,2.3372085,-3.770441,2.5915248,4.1380935
Assam,2019,-16.874943,13.787331,11.8928585,-8.336421,13.509447,14.45994,6.5897717,-13.767766,-10.734933,-16.789953,-7.4779954,13.923684,8.449336,-16.288712,9.989517,16.497972
Assam,2020,-13.209886,10.794716,9.274836,-6.421115,10.567339,11.304142,5.1022315,-10.84396,-8.396824,-13.073886,-5.9047318,10.958009,6.5460544,-12.746062,7.7837386,12.914107
Assam,2021,-15.322831,12.571496,10.7998295,-7.551399,12.275379,13.098418,5.9995766,-12.501375,-9.722694,-15.271388,-6.773322,12.632504,7.651068,-14.803161,9.036067,14.957001
Assam,2022,-14.525569,11.908747,10.221021,-7.1326213,11.616232,12.422819,5.6792693,-11.873324,-9.233322,-14.471073,-6.4383063,11.99707,7.2417674,-14.025914,8.581169,14.195904
Assam,2023,-12.586388,10.461972,9.054359,-6.623224,10.01112,10.812682,5.350062,-10.215032,-8.027828,-13.184495,-5.497435,10.265774,6.593454,-12.158343,7.752604,12.4945965
Bihar,2019,-13.858064,11.778479,10.850897,-9.958887,10.222001,12.1625,7.784509,-10.710244,-8.949763,-17.255127,-5.6455216,10.344682,8.727151,-13.378495,9.618046,14.357337
Bihar,2020,-10.828403,9.256716,8.51647,-7.8912964,7.985507,9.516138,6.2064376,-8.391717,-6.9972863,-13.676952,-4.4170394,8.096612,6.880044,-10.460243,7.620693,11.303911
Bihar,2021,-12.358741,10.501677,9.826921,-9.34539,9.048397,10.93342,7.1755037,-9.499446,-7.94761,-15.772481,-5.040549,9.117344,7.9557486,-12.033059,8.694235,12.920559
Bihar,2022,-13.195322,11.171097,10.432927,-9.781756,9.721589,11.639626,7.4855556,-10.1464615,-8.458661,-16.5674,-5.394632,9.783738,8.369074,-12.849463,9.147661,13.721397
Bihar,2023,-17.403498,14.819709,13.551515,-12.203459,13.025394,15.260725,9.559627,-13.503749,-11.211765,-21.333418,-7.060698,13.033458,10.807151,-16.870844,11.923743,17.869936
Chandigarh,2019,-5.607738,4.380616,4.2722583,-3.7586546,4.148149,4.9766226,2.5818741,-4.486436,-3.455304,-6.2843246,-2.600054,4.4465194,3.0872679,-5.5278625,3.518685,5.7766757
Chandigarh,2020,-5.113986,3.9813726,3.981152,-3.6459374,3.7064779,4.5476437,2.4882655,-4.040904,-3.1468017,-5.9317327,-2.3716815,3.99372,2.9118423,-5.0437174,3.2750714,5.338556
Chandigarh,2021,-4.763246,3.7209954,3.683749,-3.3460982,3.4742973,4.215944,2.2832599,-3.7952628,-2.921519,-5.4948487,-2.2185984,3.7786267,2.6645613,-4.693895,3.0484138,5.0022182
Chandigarh,2022,-4.703262,3.675358,3.6373575,-3.3033047,3.4319062,4.1628246,2.25455,-3.7501163,-2.8842258,-5.428477,-2.1939008,3.7347982,2.6300142,-4.6364746,3.011259,4.942683
Chandigarh,2023,-5.8430605,4.565797,4.3773932,-3.7183456,4.3612027,5.142023,2.5822117,-4.683832,-3.5847275,-6.3473134,-2.6951692,4.671034,3.1126528,-5.7285843,3.6107173,5.9581647
Chhattisgarh,2019,-10.651031,8.9614525,7.7701583,-6.0394535,8.275889,9.176521,4.941049,-8.579202,-6.825586,-11.745351,-4.5783105,8.534234,5.8602815,-10.208871,6.838391,10.741041
Chhattisgarh,2020,-10.729064,9.029438,7.9451246,-6.449378,8.229759,9.282985,5.1994905,-8.568216,-6.8935018,-12.166755,-4.574962,8.494952,6.0904574,-10.294176,7.008746,10.91803
Chhattisgarh,2021,-10.585091,8.945828,7.6857266,-5.955158,8.238835,9.088671,4.9099336,-8.525007,-6.795055,-11.667627,-4.523947,8.491113,5.789158,-10.141274,6.8026185,10.661141
Chhattisgarh,2022,-10.163258,8.598959,7.377748,-5.738244,7.890844,8.726447,4.741004,-8.192214,-6.531393,-11.244978,-4.3433228,8.1577425,5.5699477,-9.731672,6.5609083,10.263726
Chhattisgarh,2023,-10.50469,8.887325,7.4733434,-5.495938,8.296818,8.978094,4.6431184,-8.582707,-6.7515326,-11.217858,-4.5447364,8.568428,5.547876,-10.051949,6.64883,10.51205
D&N Haveli and Daman & Diu,2019,-2.4870942,1.9719582,2.0580926,-2.0585673,1.746915,2.2513514,1.4064317,-2.00007,-1.5265795,-3.2836924,-1.2293717,1.9911196,1.5235736,-2.4823096,1.7582608,2.7966115
D&N Haveli and Daman & Diu,2020,-2.167519,1.7460341,1.8690188,-2.0244832,1.4632303,1.9818536,1.3888927,-1.7340163,-1.337094,-3.1307008,-1.0825435,1.7049208,1.4393758,-2.1783245,1.6293373,2.5323155
D&N Haveli and Daman & Diu,2021,-2.850102,2.2842505,2.4262497,-2.6603563,1.9208629,2.594534,1.7853277,-2.216325,-1.750071,-4.0312653,-1.3720164,2.1766949,1.8856518,-2.8602228,2.0960033,3.2566779
D&N Haveli and Daman & Diu,2022,-2.8495946,2.2838259,2.4258714,-2.6600924,1.9204434,2.5941038,1.785108,-2.2159295,-1.7497616,-4.0307474,-1.3718169,2.1763067,1.8853785,-2.8597407,2.0956995,3.256212
D&N Haveli and Daman & Diu,2023,-3.7193875,2.9625876,3.062237,-3.1540453,2.5855165,3.3596165,2.1378627,-2.8997345,-2.305156,-4.897381,-1.7330685,2.8513196,2.354119,-3.6993117,2.6125813,4.116009
Delhi,2019,-15.881944,13.032953,11.107722,-7.616165,12.709784,13.491697,6.1611733,-12.976387,-10.0915985,-15.663199,-7.0282183,13.085522,7.8321633,-15.280418,9.334103,15.510244
Delhi,2020,-11.471756,9.498463,8.074179,-5.606199,9.168719,9.766922,4.6195126,-9.40795,-7.303027,-11.574773,-5.0675507,9.472955,5.7467494,-11.018006,6.8996134,11.303124
Delhi,2021,-15.720706,12.854594,10.934714,-7.450249,12.603807,13.347617,5.995698,-12.872658,-9.962171,-15.336671,-6.9566054,13.001842,7.6845493,-15.095287,9.190544,15.326028
Delhi,2022,-15.959996,13.044858,11.100457,-7.5563054,12.794473,13.548659,6.0746036,-13.0723295,-10.109171,-15.551058,-7.064711,13.195801,7.7859993,-15.326119,9.309911,15.547576
Delhi,2023,-16.759947,13.7499,11.701174,-8.015493,13.393957,14.202788,6.4999104,-13.675418,-10.64596,-16.483103,-7.375293,13.777,8.254338,-16.093372,9.837725,16.35091
Goa,2019,-5.4059634,4.216521,4.284977,-4.089281,3.8476315,4.832933,2.7883232,-4.2542586,-3.3446307,-6.5022016,-2.4963055,4.176555,3.1999812,-5.3358383,3.5581229,5.735942
Goa,2020,-4.1624107,3.2815294,3.3752582,-3.396453,2.9137669,3.7616172,2.2997303,-3.2741613,-2.555772,-5.3065724,-1.943186,3.2049677,2.5652227,-4.1316786,2.8625011,4.5250945
Goa,2021,-3.9103374,3.0866647,3.1414135,-3.055901,2.7868044,3.5056796,2.0917163,-3.1101985,-2.4143145,-4.8657193,-1.8444116,3.065769,2.3393326,-3.8871105,2.6439013,4.2350745
Goa,2022,-3.792752,2.9908917,3.0607471,-3.0065157,2.6907449,3.4066327,2.0495257,-3.013753,-2.340292,-4.7565484,-1.7944987,2.967465,2.2835865,-3.776419,2.5768154,4.1239495
Goa,2023,-5.043102,3.9341645,3.943105,-3.6483588,3.6598024,4.4881268,2.4834785,-3.9954429,-3.1017103,-5.885198,-2.3404224,3.9538329,2.8854854,-4.9818788,3.2604172,5.3105745
Gujarat,2019,-10.417598,8.894332,7.910231,-6.8200855,7.834738,9.071247,5.5346045,-8.239741,-6.739597,-12.52063,-4.354035,8.043962,6.2857428,-9.972954,7.1331973,10.734289
Gujarat,2020,-11.031198,9.418047,8.419177,-7.442238,8.221771,9.601432,6.0185256,-8.630952,-7.140598,-13.459891,-4.548073,8.403536,6.777021,-10.534436,7.6287665,11.381223
Gujarat,2021,-10.677339,9.184975,8.073997,-6.9405007,8.066779,9.286598,5.699997,-8.426666,-6.910627,-12.862382,-4.4330378,8.242067,6.4623094,-10.179704,7.349041,10.988215
Gujarat,2022,-10.499143,9.037728,7.9418654,-6.840573,7.9225245,9.132853,5.6236763,-8.287044,-6.7993226,-12.676473,-4.357362,8.102764,6.3650265,-10.007011,7.2431736,10.817919
Gujarat,2023,-9.329239,8.0746,7.020885,-5.9013906,7.1276956,8.099086,4.9431014,-7.455075,-6.0553317,-11.192484,-3.882226,7.2936997,5.585448,-8.927498,6.43027,9.638819
Haryana,2019,-13.430925,11.024872,9.356244,-6.42944,10.689336,11.502715,5.232914,-11.049085,-8.598132,-13.333162,-5.9930334,11.135975,6.702391,-12.871428,8.033793,13.175514
Haryana,2020,-11.731653,9.641915,8.208949,-5.6473756,9.367275,10.054668,4.593879,-9.679566,-7.4993854,-11.703445,-5.2519565,9.757911,5.8630404,-11.274124,7.023223,11.541795
Haryana,2021,-14.517138,11.933663,10.14272,-7.025012,11.5594635,12.445197,5.6996083,-11.908873,-9.285808,-14.482972,-6.4443355,11.994045,7.2857122,-13.940191,8.684227,14.236469
Haryana,2022,-13.9223995,11.442616,9.707882,-6.71478,11.06975,11.934974,5.4545035,-11.442999,-8.914854,-13.880173,-6.1942425,11.525595,6.9736857,-13.364967,8.335166,13.673603
Haryana,2023,-15.208478,12.5009,10.54998,-7.1854877,12.155334,13.01774,5.8502707,-12.560415,-9.741161,-14.983737,-6.785767,12.636616,7.548918,-14.600972,9.038587,14.897188
Himachal Pradesh,2019,-5.5009813,4.3783517,4.265193,-3.8894525,4.0023966,4.8704357,2.7619658,-4.351808,-3.4306781,-6.4771295,-2.5093207,4.289903,3.1955242,-5.3898993,3.6032043,5.7550826
Himachal Pradesh,2020,-4.6364193,3.7005718,3.5766213,-3.1429605,3.431743,4.0985284,2.2678936,-3.7354968,-2.8929894,-5.386046,-2.1540506,3.6987312,2.6302836,-4.542256,3.0193233,4.860974
Himachal Pradesh,2021,-5.850024,4.670342,4.5851545,-4.2112317,4.243217,5.201351,3.0055568,-4.6210113,-3.662867,-6.978449,-2.6532474,4.5366483,3.4583547,-5.73061,3.8792775,6.135323
Himachal Pradesh,2022,-5.503077,4.4051704,4.3129272,-3.9472055,4.002075,4.890338,2.8299148,-4.360464,-3.443615,-6.575856,-2.5075243,4.285262,3.2495217,-5.396833,3.6570773,5.7857056
Himachal Pradesh,2023,-4.5895176,3.64757,3.5698473,-3.2163036,3.3573287,4.063907,2.2954676,-3.6715868,-2.8584003,-5.4104695,-2.1319573,3.6320379,2.64291,-4.4988017,3.0131962,4.8394923
Jammu & Kashmir,2019,-3.0963135,2.5503218,2.430332,-2.1345983,2.3129876,2.7369456,1.6276988,-2.562933,-1.945224,-3.820319,-1.4829813,2.548664,1.8012857,-3.0277991,2.1254256,3.3499513
Jammu & Kashmir,2020,-3.5481176,2.9289935,2.814456,-2.5937417,2.6156418,3.1580417,1.9255422,-2.8842206,-2.2290864,-4.47528,-1.6649092,2.8499153,2.1301873,-3.4895675,2.4591997,3.8382835
Jammu & Kashmir,2021,-5.103943,4.1937633,4.0631027,-3.8896782,3.6898592,4.5419245,2.8496583,-4.024881,-3.2082973,-6.485367,-2.2911167,3.9279144,3.1674888,-4.99783,3.5350854,5.446122
Jammu & Kashmir,2022,-5.118407,4.202797,4.089554,-3.958086,3.679088,4.5622478,2.8891354,-4.026648,-3.2186606,-6.5510964,-2.2941709,3.920523,3.2002199,-5.0146675,3.5614235,5.4745846
Jammu & Kashmir,2023,-5.1667576,4.2393594,4.091675,-3.8364801,3.7623823,4.580616,2.8298566,-4.1080866,-3.2575548,-6.463048,-2.3121185,4.0078487,3.1595182,-5.0486665,3.5420806,5.4904995
Jharkhand,2019,-9.041341,7.332267,7.136061,-6.8571305,6.474165,8.006666,4.953958,-6.9561553,-5.758859,-11.193754,-3.8986747,6.827672,5.623029,-8.839543,6.140793,9.50068
Jharkhand,2020,-7.6638923,6.278905,5.9951944,-5.557407,5.634569,6.773061,4.072325,-5.989867,-4.8426204,-9.354363,-3.3451715,5.91015,4.6507177,-7.492753,5.168469,8.031505
Jharkhand,2021,-7.9341407,6.502074,6.2678285,-5.900957,5.792426,7.014995,4.29458,-6.1554832,-5.0196996,-9.790365,-3.4195054,6.0523443,4.86471,-7.768074,5.3612857,8.303658
Jharkhand,2022,-7.305532,5.9992943,5.80033,-5.5554976,5.294087,6.4732,4.033999,-5.6629524,-4.628837,-9.153206,-3.1569855,5.5598154,4.5318937,-7.1654954,4.9924374,7.7019997
Jharkhand,2023,-6.1028285,5.0239763,4.7785864,-4.389899,4.511917,5.381053,3.24863,-4.8133674,-3.860373,-7.4658775,-2.6815796,4.76222,3.6657183,-5.975326,4.1348906,6.4302635
Karnataka,2019,-11.922109,10.170472,9.0295515,-7.8009396,8.998747,10.349759,6.302864,-9.369275,-7.662601,-14.253901,-4.9160404,9.162608,7.1711974,-11.44568,8.094483,12.240652
Karnataka,2020,-9.278638,8.051626,6.988327,-5.889053,7.125627,8.036694,4.9038563,-7.3938704,-5.971824,-11.1199045,-3.833629,7.2429366,5.528542,-8.910028,6.3496604,9.558715
Karnataka,2021,-12.280269,10.624236,9.130297,-7.5185266,9.487688,10.587719,6.2882366,-9.794572,-7.899435,-14.3572,-5.0516686,9.5979595,7.2079024,-11.76491,8.264172,12.507193
Karnataka,2022,-11.844324,10.269924,8.779467,-7.203131,9.158477,10.1987,6.0637746,-9.462147,-7.626429,-13.846794,-4.8688607,9.279735,6.926209,-11.338142,7.9840674,12.06807
Karnataka,2023,-14.5124445,12.67157,10.50811,-8.072684,11.54769,12.449141,6.9591107,-11.739076,-9.383445,-16.284744,-6.0017996,11.574813,8.100312,-13.944468,9.521977,14.574314
Kerala,2019,-16.057909,12.918046,12.089828,-10.515179,11.9235,13.967283,7.687907,-12.484669,-10.147559,-17.976284,-6.8347044,12.36615,9.147259,-15.533457,10.194632,16.218817
Kerala,2020,-12.44501,10.188618,9.230154,-7.6170244,9.483136,10.740924,5.7960014,-9.84438,-7.8800697,-13.724944,-5.323418,9.812243,6.9126062,-12.03045,7.870712,12.546625
Kerala,2021,-13.087575,10.81852,9.7033415,-7.9743686,10.030211,11.290909,6.141857,-10.359937,-8.299677,-14.501199,-5.5635557,10.325364,7.299949,-12.650079,8.32535,13.186518
Kerala,2022,-12.538936,10.369627,9.289041,-7.633344,9.601858,10.817091,5.88461,-9.945386,-7.954746,-13.900818,-5.3369613,9.910496,6.9878273,-12.118741,7.9894643,12.656429
Kerala,2023,-13.365956,11.410721,9.693758,-7.4657464,10.61613,11.460915,6.0727744,-10.791741,-8.520497,-14.549879,-5.656751,10.720867,7.220128,-12.946533,8.450967,13.333034
Ladakh,2020,-1.0971183,0.9195297,1.0173905,-1.1149515,0.7457192,1.0310286,0.80572754,-0.9694152,-0.67324436,-1.8120482,-0.64405584,0.96573234,0.750814,-1.1251391,0.93682474,1.415261
Ladakh,2021,-0.7833704,0.6608754,0.7632311,-0.83310205,0.53643143,0.7482113,0.61263835,-0.7360275,-0.4708205,-1.3892276,-0.51282233,0.741009,0.54135233,-0.81310666,0.71035284,1.0883424
Ladakh,2022,-0.78257716,0.66026384,0.76258314,-0.83246404,0.5358864,0.7474964,0.61220706,-0.73544466,-0.47032923,-1.3882682,-0.51250046,0.74045414,0.5408497,-0.8123452,0.7098301,1.0875423
Ladakh,2023,-0.988672,0.82267445,0.92178124,-0.9864442,0.6846215,0.93188703,0.71178263,-0.8907547,-0.5975559,-1.6280375,-0.6000089,0.89232546,0.6624312,-1.0170491,0.8389953,1.2970943
Lakshadweep,2019,-5.9990416,4.802517,4.9996157,-5.436101,4.1068645,5.460502,3.577351,-4.519534,-3.7320547,-8.099188,-2.6769166,4.3717484,3.9806404,-6.028103,4.18933,6.561232
Lakshadweep,2020,-3.2873807,2.6448882,2.80113,-3.0758677,2.2163267,3.0152953,2.0594678,-2.5394678,-2.0267043,-4.619654,-1.547582,2.441767,2.2028425,-3.307139,2.3921387,3.694452
Lakshadweep,2021,-4.1743464,3.3745723,3.671598,-4.34977,2.6733065,3.8461268,2.8652313,-3.101989,-2.5854392,-6.243666,-1.8758513,2.9526184,3.0083866,-4.2047396,3.1485767,4.7652373
Lakshadweep,2022,-4.1743464,3.3745723,3.671598,-4.34977,2.6733065,3.8461268,2.8652313,-3.101989,-2.5854392,-6.243666,-1.8758513,2.9526184,3.0083866,-4.2047396,3.1485767,4.7652373
Lakshadweep,2023,-4.4355,3.5770292,3.8385346,-4.403549,2.9063423,4.0812225,2.9178302,-3.3111777,-2.7293162,-6.407642,-1.995933,3.123759,3.128937,-4.455503,3.2573507,4.9560256
Madhya Pradesh,2019,-25.6508,21.95837,18.233047,-13.513081,20.172775,21.912888,11.664091,-20.63566,-16.72423,-27.672953,-10.7198515,20.46708,13.913168,-24.366554,16.396503,25.39417
Madhya Pradesh,2020,-23.889322,20.455818,17.002726,-12.622738,18.809763,20.417776,10.889413,-19.23288,-15.562708,-25.79588,-9.973317,19.073639,12.976852,-22.711454,15.283554,23.69574
Madhya Pradesh,2021,-25.65311,21.861032,18.062092,-13.1378565,20.222584,21.864832,11.370613,-20.680624,-16.724634,-27.186178,-10.762922,20.585567,13.670792,-24.34807,16.231777,25.306814
Madhya Pradesh,2022,-24.727148,21.092928,17.379156,-12.644941,19.460455,21.069735,10.982013,-19.957762,-16.144665,-26.232418,-10.374481,19.85815,13.175879,-23.45201,15.686462,24.428986
Madhya Pradesh,2023,-23.779137,20.294785,16.727356,-12.069528,18.832457,20.243193,10.470161,-19.280321,-15.502689,-25.139965,-10.021442,19.183636,12.595993,-22.625458,15.009028,23.490372
Maharashtra,2019,-28.744526,24.793865,20.606714,-15.569435,22.629574,24.608446,13.483043,-23.047308,-18.693022,-31.565487,-11.896741,22.756626,15.909621,-27.35669,18.612452,28.532112
Maharashtra,2020,-22.115864,19.09988,15.808239,-11.77385,17.514383,18.904129,10.22618,-17.801064,-14.401025,-24.123579,-9.197987,17.621202,12.068902,-21.089924,14.230655,21.94277
Maharashtra,2021,-25.09939,21.620228,17.891655,-13.263375,19.920732,21.427864,11.496531,-20.205885,-16.311777,-27.170218,-10.426876,20.049356,13.6131525,-23.946869,16.049051,24.850655
Maharashtra,2022,-24.156681,20.831108,17.19987,-12.760002,19.14591,20.616943,11.095151,-19.460745,-15.720726,-26.190796,-10.030592,19.304249,13.109795,-23.03546,15.486946,23.954403
Maharashtra,2023,-29.173815,25.34116,20.825285,-15.570662,23.153313,24.883152,13.646257,-23.448427,-19.026247,-31.96131,-11.998035,23.190533,16.019398,-27.835945,18.860432,28.942247
Manipur,2019,-3.7495382,3.0107267,3.2422292,-3.7282114,2.433007,3.4399147,2.4951327,-2.8094206,-2.3318624,-5.444958,-1.7027047,2.6910057,2.6315677,-3.7582562,2.7972052,4.2455406
Manipur,2020,-2.8704436,2.352643,2.5308409,-2.9037523,1.8571969,2.6542652,2.0262341,-2.2205336,-1.8113953,-4.365161,-1.3458668,2.1152117,2.079511,-2.8653207,2.254922,3.3485157
Manipur,2021,-1.9714649,1.6012584,1.7034631,-1.8049006,1.3559364,1.8046241,1.263583,-1.6067578,-1.2182939,-2.8586593,-1.0027292,1.5850339,1.2966516,-1.980872,1.4937968,2.314537
Manipur,2022,-1.9569945,1.5893201,1.6930269,-1.7973772,1.3442825,1.7926685,1.2575673,-1.5957992,-1.2094367,-2.8443346,-0.9970457,1.5737767,1.2892778,-1.9670324,1.4854081,2.3009517
Manipur,2023,-1.5215415,1.2477064,1.3488203,-1.4404827,1.0457633,1.4077425,1.0220277,-1.281505,-0.9403482,-2.3102608,-0.8246613,1.2706549,1.0169084,-1.5425233,1.2048453,1.8620477
Meghalaya,2019,-5.457495,4.325711,4.4939275,-4.6798244,3.752616,4.944213,3.1682267,-4.1787777,-3.3979099,-7.125361,-2.4652655,4.0458164,3.521026,-5.4211435,3.8024702,5.931525
Meghalaya,2020,-3.386523,2.7146182,2.798339,-2.885658,2.3445194,3.0579393,1.9849672,-2.6555283,-2.101582,-4.5330477,-1.5987337,2.6034343,2.1602204,-3.3724308,2.3984277,3.753173
Meghalaya,2021,-4.568543,3.6954277,3.7573967,-3.93103,3.170852,4.157691,2.6791186,-3.5505762,-2.8551931,-6.102785,-2.1006978,3.4558194,2.9581017,-4.5621214,3.2406433,5.022486
Meghalaya,2022,-4.5240197,3.660123,3.724633,-3.9055026,3.136174,4.1191764,2.660329,-3.5169265,-2.82753,-6.057336,-2.0821126,3.4223673,2.9343092,-4.519264,3.214909,4.9803376
Meghalaya,2023,-4.524689,3.6977596,3.7805288,-4.072659,3.1137712,4.120233,2.7900436,-3.4811866,-2.8267934,-6.2333364,-2.0463557,3.3508406,3.024786,-4.531161,3.2702458,5.0174394
Mizoram,2019,-3.9051995,3.1231756,3.305948,-3.662548,2.6061084,3.5861194,2.455909,-2.98828,-2.438289,-5.475369,-1.8124827,2.882166,2.6445327,-3.9083316,2.8578663,4.389771
Mizoram,2020,-2.515772,2.0071864,2.0972414,-2.1445136,1.7584248,2.2885797,1.4622421,-2.0207355,-1.5551984,-3.3882453,-1.244071,1.9972138,1.5780699,-2.5206661,1.7974252,2.845656
Mizoram,2021,-2.283823,1.8483999,1.9238749,-1.9854819,1.5987613,2.0811982,1.3764006,-1.8457634,-1.4102792,-3.1588612,-1.1369414,1.8269403,1.4506999,-2.2927322,1.6724447,2.6197615
Mizoram,2022,-2.2737725,1.8403752,1.9164395,-1.979673,1.5909158,2.072616,1.3720629,-1.8380256,-1.4039816,-3.1485665,-1.1328049,1.8191917,1.4453412,-2.2831779,1.6664555,2.610105
Mizoram,2023,-2.8347466,2.2729108,2.427394,-2.6779625,1.902784,2.6063952,1.8058772,-2.2048028,-1.7510616,-4.050205,-1.3610529,2.1445289,1.9139808,-2.8421955,2.1048923,3.2478416
Nagaland,2019,-1.3919299,1.1511524,1.2506742,-1.3531466,0.9522155,1.291591,0.96436,-1.177032,-0.85250026,-2.1677594,-0.7573532,1.1654387,0.9362897,-1.4124097,1.1273767,1.7244766
Nagaland,2020,-0.94281054,0.79734397,0.90915465,-1.0266783,0.62859297,0.89301866,0.7451963,-0.83843815,-0.5725428,-1.6557117,-0.5711495,0.8361698,0.67396075,-0.9721614,0.8424563,1.2691705
Nagaland,2021,-1.26447,1.0601698,1.1775748,-1.3383831,0.8414529,1.1926374,0.9485895,-1.0708977,-0.77737147,-2.1050208,-0.7011267,1.0565252,0.90237033,-1.2925668,1.0775546,1.6203165
Nagaland,2022,-1.263763,1.0595782,1.1770756,-1.3381004,0.8408414,1.1920487,0.9483332,-1.0703336,-0.7769398,-2.1043754,-0.70084125,1.0559559,0.9020312,-1.2918942,1.0771588,1.6196826
Nagaland,2023,-1.2062277,1.0031598,1.1264751,-1.2660567,0.81051815,1.1386732,0.8967124,-1.036922,-0.739484,-1.9966817,-0.68678826,1.0211546,0.8548943,-1.2421767,1.0200899,1.5528831
Odisha,2019,-12.783741,10.796364,9.350958,-7.0760856,10.14042,10.982939,5.748607,-10.2748375,-8.091871,-13.873965,-5.454021,10.214223,6.9041443,-12.361863,7.9647074,12.678024
Odisha,2020,-11.855476,10.038144,8.533037,-6.2469325,9.489908,10.12416,5.17258,-9.5979595,-7.535471,-12.587187,-5.088009,9.596506,6.22527,-11.436421,7.3007126,11.712084
Odisha,2021,-14.514512,12.2547865,10.393142,-7.6195993,11.596291,12.354875,6.2759466,-11.701127,-9.211115,-15.27439,-6.18559,11.701052,7.586339,-13.990006,8.857749,14.259419
Odisha,2022,-14.733074,12.412427,10.539448,-7.7038655,11.7713785,12.531767,6.3288045,-11.8729315,-9.340976,-15.440183,-6.289135,11.882664,7.6713758,-14.199922,8.949902,14.463501
Odisha,2023,-14.828342,12.560525,10.667781,-7.8977137,11.863556,12.629455,6.4816427,-11.899232,-9.374642,-15.721682,-6.2697053,11.891458,7.793018,-14.294308,9.081407,14.54629
Puducherry,2019,-1.6183614,1.349462,1.4891821,-1.7479804,1.0554016,1.5129799,1.2132115,-1.3105865,-1.008688,-2.657714,-0.83527416,1.2745433,1.1849419,-1.647895,1.3465415,2.0271733
Puducherry,2020,-3.4229877,2.793915,3.0877671,-3.747574,2.1540153,3.197773,2.5013664,-2.5699444,-2.148519,-5.3826704,-1.5505917,2.4119525,2.5820718,-3.460039,2.6965823,4.0040183
Puducherry,2021,-2.7890677,2.2823672,2.4212992,-2.722355,1.8578562,2.5601552,1.8655076,-2.1672065,-1.7409849,-4.1220274,-1.3227917,2.0912175,1.9383196,-2.7995253,2.1248639,3.2379968
